project,relative_path,mode,llm,size_bytes,size_kb
JunctionalClassifier,JunctionalClassifier/GENAIGREENML_original_telemetry_chatgpt.py,original,chatgpt,3216,3.141
JunctionalClassifier2,JunctionalClassifier2/GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,3125,3.052
JunctionalClassifier2,JunctionalClassifier2/GENAIGREENML_assisted_claude.py,assisted,claude,1886,1.842
JunctionalClassifier2,JunctionalClassifier2/GENAIGREENML_assisted_codex.py,assisted,codex,5121,5.001
JunctionalClassifier2,JunctionalClassifier2/GENAIGREENML_assisted_gemini.py,assisted,gemini,2354,2.299
JunctionalClassifier2,JunctionalClassifier2/GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,10461,10.216
JunctionalClassifier2,JunctionalClassifier2/GENAIGREENML_autonomous_codex.py,autonomous,codex,9369,9.149
JunctionalClassifier2,JunctionalClassifier2/GENAIGREENML_autonomous_gemini.py,autonomous,gemini,6588,6.434
JunctionalClassifier2,JunctionalClassifier2/GENAIGREENML_original_telemetry_chatgpt.py,original,chatgpt,2892,2.824
JunctionalClassifier3,JunctionalClassifier3/GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,2694,2.631
JunctionalClassifier3,JunctionalClassifier3/GENAIGREENML_assisted_claude.py,assisted,claude,3512,3.430
JunctionalClassifier3,JunctionalClassifier3/GENAIGREENML_assisted_codex.py,assisted,codex,8662,8.459
JunctionalClassifier3,JunctionalClassifier3/GENAIGREENML_assisted_gemini.py,assisted,gemini,2967,2.897
JunctionalClassifier3,JunctionalClassifier3/GENAIGREENML_autonomous_gemini.py,autonomous,gemini,6460,6.309
JunctionalClassifier3,JunctionalClassifier3/GENAIGREENML_original_telemetry_chatgpt.py,original,chatgpt,2921,2.853
K-Nearest-Neighbor-Algorithm,K-Nearest-Neighbor-Algorithm/GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,12028,11.746
K-Nearest-Neighbor-Algorithm,K-Nearest-Neighbor-Algorithm/GENAIGREENML_assisted_claude.py,assisted,claude,2202,2.150
K-Nearest-Neighbor-Algorithm,K-Nearest-Neighbor-Algorithm/GENAIGREENML_assisted_codex.py,assisted,codex,9785,9.556
K-Nearest-Neighbor-Algorithm,K-Nearest-Neighbor-Algorithm/GENAIGREENML_assisted_gemini.py,assisted,gemini,2619,2.558
K-Nearest-Neighbor-Algorithm,K-Nearest-Neighbor-Algorithm/GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,7663,7.483
K-Nearest-Neighbor-Algorithm,K-Nearest-Neighbor-Algorithm/GENAIGREENML_autonomous_claude.py,autonomous,claude,3024,2.953
K-Nearest-Neighbor-Algorithm,K-Nearest-Neighbor-Algorithm/GENAIGREENML_autonomous_codex.py,autonomous,codex,6550,6.396
K-Nearest-Neighbor-Algorithm,K-Nearest-Neighbor-Algorithm/GENAIGREENML_autonomous_gemini.py,autonomous,gemini,4897,4.782
K-Nearest-Neighbor-Algorithm,K-Nearest-Neighbor-Algorithm/GENAIGREENML_original_telemetry_chatgpt.py,original,chatgpt,2384,2.328
ML_CSV_Classification,ML_CSV_Classification/GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,2831,2.765
ML_CSV_Classification,ML_CSV_Classification/GENAIGREENML_assisted_claude.py,assisted,claude,1680,1.641
ML_CSV_Classification,ML_CSV_Classification/GENAIGREENML_assisted_codex.py,assisted,codex,3928,3.836
ML_CSV_Classification,ML_CSV_Classification/GENAIGREENML_assisted_gemini.py,assisted,gemini,2214,2.162
ML_CSV_Classification,ML_CSV_Classification/GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,13705,13.384
ML_CSV_Classification,ML_CSV_Classification/GENAIGREENML_autonomous_gemini.py,autonomous,gemini,5769,5.634
ML_CSV_Classification,ML_CSV_Classification/GENAIGREENML_original_telemetry_chatgpt.py,original,chatgpt,2149,2.099
MachineLearn-WineClassifier,MachineLearn-WineClassifier/GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,2934,2.865
MachineLearn-WineClassifier,MachineLearn-WineClassifier/GENAIGREENML_assisted_claude.py,assisted,claude,1781,1.739
MachineLearn-WineClassifier,MachineLearn-WineClassifier/GENAIGREENML_assisted_codex.py,assisted,codex,3170,3.096
MachineLearn-WineClassifier,MachineLearn-WineClassifier/GENAIGREENML_assisted_gemini.py,assisted,gemini,1970,1.924
MachineLearn-WineClassifier,MachineLearn-WineClassifier/GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,11019,10.761
MachineLearn-WineClassifier,MachineLearn-WineClassifier/GENAIGREENML_autonomous_codex.py,autonomous,codex,8421,8.224
MachineLearn-WineClassifier,MachineLearn-WineClassifier/GENAIGREENML_autonomous_gemini.py,autonomous,gemini,4656,4.547
MachineLearn-WineClassifier,MachineLearn-WineClassifier/GENAIGREENML_original_telemetry_chatgpt.py,original,chatgpt,974,0.951
MaliciousSoftwareClassification,MaliciousSoftwareClassification/GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,6009,5.868
MaliciousSoftwareClassification,MaliciousSoftwareClassification/GENAIGREENML_assisted_claude.py,assisted,claude,2863,2.796
MaliciousSoftwareClassification,MaliciousSoftwareClassification/GENAIGREENML_assisted_codex.py,assisted,codex,6536,6.383
MaliciousSoftwareClassification,MaliciousSoftwareClassification/GENAIGREENML_assisted_gemini.py,assisted,gemini,4716,4.605
MaliciousSoftwareClassification,MaliciousSoftwareClassification/GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,9133,8.919
MaliciousSoftwareClassification,MaliciousSoftwareClassification/GENAIGREENML_autonomous_codex.py,autonomous,codex,6320,6.172
MaliciousSoftwareClassification,MaliciousSoftwareClassification/GENAIGREENML_autonomous_gemini.py,autonomous,gemini,3854,3.764
MaliciousSoftwareClassification,MaliciousSoftwareClassification/GENAIGREENML_original_telemetry_chatgpt.py,original,chatgpt,3995,3.901
Multi-Turn-Intent-Classification,Multi-Turn-Intent-Classification/GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,5458,5.330
Multi-Turn-Intent-Classification,Multi-Turn-Intent-Classification/GENAIGREENML_assisted_claude.py,assisted,claude,3202,3.127
Multi-Turn-Intent-Classification,Multi-Turn-Intent-Classification/GENAIGREENML_assisted_codex.py,assisted,codex,6295,6.147
Multi-Turn-Intent-Classification,Multi-Turn-Intent-Classification/GENAIGREENML_assisted_gemini.py,assisted,gemini,3328,3.250
Multi-Turn-Intent-Classification,Multi-Turn-Intent-Classification/GENAIGREENML_autonomous_codex.py,autonomous,codex,11576,11.305
Multi-Turn-Intent-Classification,Multi-Turn-Intent-Classification/GENAIGREENML_autonomous_gemini.py,autonomous,gemini,6291,6.144
Multi-Turn-Intent-Classification,Multi-Turn-Intent-Classification/GENAIGREENML_original_telemetry_chatgpt.py,original,chatgpt,2864,2.797
Na-ve-bayes-algorithm-to-classify-the-fetal-health-,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,3378,3.299
Na-ve-bayes-algorithm-to-classify-the-fetal-health-,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_assisted_claude.py,assisted,claude,1446,1.412
Na-ve-bayes-algorithm-to-classify-the-fetal-health-,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_assisted_codex.py,assisted,codex,3533,3.450
Na-ve-bayes-algorithm-to-classify-the-fetal-health-,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_assisted_gemini.py,assisted,gemini,1749,1.708
Na-ve-bayes-algorithm-to-classify-the-fetal-health-,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,11553,11.282
Na-ve-bayes-algorithm-to-classify-the-fetal-health-,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_autonomous_claude.py,autonomous,claude,3234,3.158
Na-ve-bayes-algorithm-to-classify-the-fetal-health-,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_autonomous_codex.py,autonomous,codex,9472,9.250
Na-ve-bayes-algorithm-to-classify-the-fetal-health-,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_autonomous_gemini.py,autonomous,gemini,3664,3.578
Na-ve-bayes-algorithm-to-classify-the-fetal-health-,Na-ve-bayes-algorithm-to-classify-the-fetal-health-/GENAIGREENML_original_telemetry_chatgpt.py,original,chatgpt,613,0.599
Network_Intrusion_Detection_System,Network_Intrusion_Detection_System/GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,2473,2.415
Network_Intrusion_Detection_System,Network_Intrusion_Detection_System/GENAIGREENML_assisted_codex.py,assisted,codex,3445,3.364
Network_Intrusion_Detection_System,Network_Intrusion_Detection_System/GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,10550,10.303
Network_Intrusion_Detection_System,Network_Intrusion_Detection_System/GENAIGREENML_autonomous_codex.py,autonomous,codex,8429,8.231
Network_Intrusion_Detection_System,Network_Intrusion_Detection_System/GENAIGREENML_autonomous_gemini.py,autonomous,gemini,5009,4.892
Network_Intrusion_Detection_System,Network_Intrusion_Detection_System/GENAIGREENML_original_telemetry_chatgpt.py,original,chatgpt,1599,1.562
Predicting-heart-diseases-,Predicting-heart-diseases-/GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,3300,3.223
Predicting-heart-diseases-,Predicting-heart-diseases-/GENAIGREENML_assisted_claude.py,assisted,claude,2891,2.823
Predicting-heart-diseases-,Predicting-heart-diseases-/GENAIGREENML_assisted_codex.py,assisted,codex,3793,3.704
Predicting-heart-diseases-,Predicting-heart-diseases-/GENAIGREENML_assisted_gemini.py,assisted,gemini,2837,2.771
Predicting-heart-diseases-,Predicting-heart-diseases-/GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,10147,9.909
Predicting-heart-diseases-,Predicting-heart-diseases-/GENAIGREENML_autonomous_claude.py,autonomous,claude,3129,3.056
Predicting-heart-diseases-,Predicting-heart-diseases-/GENAIGREENML_autonomous_codex.py,autonomous,codex,5830,5.693
Predicting-heart-diseases-,Predicting-heart-diseases-/GENAIGREENML_autonomous_gemini.py,autonomous,gemini,5049,4.931
Predicting-heart-diseases-,Predicting-heart-diseases-/GENAIGREENML_original_telemetry_chatgpt.py,original,chatgpt,2596,2.535
Rock-or-Mine-prediction,Rock-or-Mine-prediction/GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,2254,2.201
Rock-or-Mine-prediction,Rock-or-Mine-prediction/GENAIGREENML_assisted_claude.py,assisted,claude,1643,1.604
Rock-or-Mine-prediction,Rock-or-Mine-prediction/GENAIGREENML_assisted_codex.py,assisted,codex,2487,2.429
Rock-or-Mine-prediction,Rock-or-Mine-prediction/GENAIGREENML_assisted_gemini.py,assisted,gemini,1750,1.709
Rock-or-Mine-prediction,Rock-or-Mine-prediction/GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,10750,10.498
Rock-or-Mine-prediction,Rock-or-Mine-prediction/GENAIGREENML_autonomous_codex.py,autonomous,codex,6784,6.625
Rock-or-Mine-prediction,Rock-or-Mine-prediction/GENAIGREENML_autonomous_gemini.py,autonomous,gemini,3686,3.600
Rock-or-Mine-prediction,Rock-or-Mine-prediction/GENAIGREENML_original_telemetry_chatgpt.py,original,chatgpt,843,0.823
SCT_ML_3,SCT_ML_3/GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,2606,2.545
SCT_ML_3,SCT_ML_3/GENAIGREENML_assisted_claude.py,assisted,claude,1392,1.359
SCT_ML_3,SCT_ML_3/GENAIGREENML_assisted_codex.py,assisted,codex,3079,3.007
SCT_ML_3,SCT_ML_3/GENAIGREENML_assisted_gemini.py,assisted,gemini,1839,1.796
SCT_ML_3,SCT_ML_3/GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,11195,10.933
SCT_ML_3,SCT_ML_3/GENAIGREENML_autonomous_claude.py,autonomous,claude,3151,3.077
SCT_ML_3,SCT_ML_3/GENAIGREENML_autonomous_codex.py,autonomous,codex,6589,6.435
SCT_ML_3,SCT_ML_3/GENAIGREENML_autonomous_gemini.py,autonomous,gemini,4006,3.912
SCT_ML_3,SCT_ML_3/GENAIGREENML_original_telemetry_chatgpt.py,original,chatgpt,711,0.694
Simple-Naive-Bayes-on-Iris-Dataset,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,3346,3.268
Simple-Naive-Bayes-on-Iris-Dataset,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_assisted_claude.py,assisted,claude,1782,1.740
Simple-Naive-Bayes-on-Iris-Dataset,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_assisted_codex.py,assisted,codex,4204,4.105
Simple-Naive-Bayes-on-Iris-Dataset,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_assisted_gemini.py,assisted,gemini,2037,1.989
Simple-Naive-Bayes-on-Iris-Dataset,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,11917,11.638
Simple-Naive-Bayes-on-Iris-Dataset,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_autonomous_claude.py,autonomous,claude,3093,3.021
Simple-Naive-Bayes-on-Iris-Dataset,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_autonomous_codex.py,autonomous,codex,8208,8.016
Simple-Naive-Bayes-on-Iris-Dataset,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_autonomous_gemini.py,autonomous,gemini,4367,4.265
Simple-Naive-Bayes-on-Iris-Dataset,Simple-Naive-Bayes-on-Iris-Dataset/GENAIGREENML_original_telemetry_chatgpt.py,original,chatgpt,1241,1.212
Social-Network-Ads,Social-Network-Ads/GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,3700,3.613
Social-Network-Ads,Social-Network-Ads/GENAIGREENML_assisted_claude.py,assisted,claude,1785,1.743
Social-Network-Ads,Social-Network-Ads/GENAIGREENML_assisted_codex.py,assisted,codex,4478,4.373
Social-Network-Ads,Social-Network-Ads/GENAIGREENML_assisted_gemini.py,assisted,gemini,2573,2.513
Social-Network-Ads,Social-Network-Ads/GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,10992,10.734
Social-Network-Ads,Social-Network-Ads/GENAIGREENML_autonomous_claude.py,autonomous,claude,3051,2.979
Social-Network-Ads,Social-Network-Ads/GENAIGREENML_autonomous_codex.py,autonomous,codex,6372,6.223
Social-Network-Ads,Social-Network-Ads/GENAIGREENML_autonomous_gemini.py,autonomous,gemini,4201,4.103
Social-Network-Ads,Social-Network-Ads/GENAIGREENML_original_telemetry_chatgpt.py,original,chatgpt,1267,1.237
Spam-Email-Classifier,Spam-Email-Classifier/GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,3070,2.998
Spam-Email-Classifier,Spam-Email-Classifier/GENAIGREENML_assisted_claude.py,assisted,claude,2128,2.078
Spam-Email-Classifier,Spam-Email-Classifier/GENAIGREENML_assisted_codex.py,assisted,codex,2574,2.514
Spam-Email-Classifier,Spam-Email-Classifier/GENAIGREENML_assisted_gemini.py,assisted,gemini,2359,2.304
Spam-Email-Classifier,Spam-Email-Classifier/GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,13405,13.091
Spam-Email-Classifier,Spam-Email-Classifier/GENAIGREENML_autonomous_codex.py,autonomous,codex,8245,8.052
Spam-Email-Classifier,Spam-Email-Classifier/GENAIGREENML_autonomous_gemini.py,autonomous,gemini,3853,3.763
Spam-Email-Classifier,Spam-Email-Classifier/GENAIGREENML_original_telemetry_chatgpt.py,original,chatgpt,1108,1.082
SparkMLClassification,SparkMLClassification/GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,3616,3.531
SparkMLClassification,SparkMLClassification/GENAIGREENML_assisted_claude.py,assisted,claude,3364,3.285
SparkMLClassification,SparkMLClassification/GENAIGREENML_assisted_codex.py,assisted,codex,5153,5.032
SparkMLClassification,SparkMLClassification/GENAIGREENML_assisted_gemini.py,assisted,gemini,3206,3.131
SparkMLClassification,SparkMLClassification/GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,8724,8.520
SparkMLClassification,SparkMLClassification/GENAIGREENML_autonomous_codex.py,autonomous,codex,11411,11.144
SparkMLClassification,SparkMLClassification/GENAIGREENML_autonomous_gemini.py,autonomous,gemini,5255,5.132
SparkMLClassification,SparkMLClassification/GENAIGREENML_original_telemetry_chatgpt.py,original,chatgpt,3101,3.028
Supervised-Data-mining-Customer-satisfaction-prediction-,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,4832,4.719
Supervised-Data-mining-Customer-satisfaction-prediction-,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_assisted_claude.py,assisted,claude,3017,2.946
Supervised-Data-mining-Customer-satisfaction-prediction-,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_assisted_codex.py,assisted,codex,4179,4.081
Supervised-Data-mining-Customer-satisfaction-prediction-,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_assisted_gemini.py,assisted,gemini,3150,3.076
Supervised-Data-mining-Customer-satisfaction-prediction-,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,8399,8.202
Supervised-Data-mining-Customer-satisfaction-prediction-,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_autonomous_codex.py,autonomous,codex,7070,6.904
Supervised-Data-mining-Customer-satisfaction-prediction-,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_autonomous_gemini.py,autonomous,gemini,4491,4.386
Supervised-Data-mining-Customer-satisfaction-prediction-,Supervised-Data-mining-Customer-satisfaction-prediction-/GENAIGREENML_original_telemetry_chatgpt.py,original,chatgpt,3170,3.096
Svm-GridsearchCV,Svm-GridsearchCV/GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,3642,3.557
Svm-GridsearchCV,Svm-GridsearchCV/GENAIGREENML_assisted_claude.py,assisted,claude,2361,2.306
Svm-GridsearchCV,Svm-GridsearchCV/GENAIGREENML_assisted_codex.py,assisted,codex,2287,2.233
Svm-GridsearchCV,Svm-GridsearchCV/GENAIGREENML_assisted_gemini.py,assisted,gemini,2520,2.461
Svm-GridsearchCV,Svm-GridsearchCV/GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,10740,10.488
Svm-GridsearchCV,Svm-GridsearchCV/GENAIGREENML_autonomous_codex.py,autonomous,codex,6791,6.632
Svm-GridsearchCV,Svm-GridsearchCV/GENAIGREENML_autonomous_gemini.py,autonomous,gemini,4968,4.852
Svm-GridsearchCV,Svm-GridsearchCV/GENAIGREENML_original_telemetry_chatgpt.py,original,chatgpt,1045,1.021
Voting-Data-Classification,Voting-Data-Classification/GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,3614,3.529
Voting-Data-Classification,Voting-Data-Classification/GENAIGREENML_assisted_claude.py,assisted,claude,2096,2.047
Voting-Data-Classification,Voting-Data-Classification/GENAIGREENML_assisted_codex.py,assisted,codex,3246,3.170
Voting-Data-Classification,Voting-Data-Classification/GENAIGREENML_assisted_gemini.py,assisted,gemini,2582,2.521
Voting-Data-Classification,Voting-Data-Classification/GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,13677,13.356
Voting-Data-Classification,Voting-Data-Classification/GENAIGREENML_autonomous_claude.py,autonomous,claude,3061,2.989
Voting-Data-Classification,Voting-Data-Classification/GENAIGREENML_autonomous_codex.py,autonomous,codex,6391,6.241
Voting-Data-Classification,Voting-Data-Classification/GENAIGREENML_autonomous_gemini.py,autonomous,gemini,4400,4.297
Voting-Data-Classification,Voting-Data-Classification/GENAIGREENML_original_telemetry_chatgpt.py,original,chatgpt,3893,3.802
animals-classification,animals-classification/GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,2957,2.888
animals-classification,animals-classification/GENAIGREENML_assisted_claude.py,assisted,claude,1287,1.257
animals-classification,animals-classification/GENAIGREENML_assisted_codex.py,assisted,codex,2491,2.433
animals-classification,animals-classification/GENAIGREENML_assisted_gemini.py,assisted,gemini,1617,1.579
animals-classification,animals-classification/GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,9541,9.317
animals-classification,animals-classification/GENAIGREENML_autonomous_codex.py,autonomous,codex,6835,6.675
animals-classification,animals-classification/GENAIGREENML_autonomous_gemini.py,autonomous,gemini,5024,4.906
animals-classification,animals-classification/GENAIGREENML_original_telemetry_chatgpt.py,original,chatgpt,884,0.863
cancer_prediction,cancer_prediction/GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,3561,3.478
cancer_prediction,cancer_prediction/GENAIGREENML_assisted_claude.py,assisted,claude,1943,1.897
cancer_prediction,cancer_prediction/GENAIGREENML_assisted_codex.py,assisted,codex,4560,4.453
cancer_prediction,cancer_prediction/GENAIGREENML_assisted_gemini.py,assisted,gemini,2580,2.520
cancer_prediction,cancer_prediction/GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,9199,8.983
cancer_prediction,cancer_prediction/GENAIGREENML_autonomous_claude.py,autonomous,claude,3240,3.164
cancer_prediction,cancer_prediction/GENAIGREENML_autonomous_codex.py,autonomous,codex,7312,7.141
cancer_prediction,cancer_prediction/GENAIGREENML_autonomous_gemini.py,autonomous,gemini,3697,3.610
cancer_prediction,cancer_prediction/GENAIGREENML_original_telemetry_chatgpt.py,original,chatgpt,1390,1.357
cars-classification,cars-classification/GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,3752,3.664
cars-classification,cars-classification/GENAIGREENML_assisted_claude.py,assisted,claude,2031,1.983
cars-classification,cars-classification/GENAIGREENML_assisted_codex.py,assisted,codex,2745,2.681
cars-classification,cars-classification/GENAIGREENML_assisted_gemini.py,assisted,gemini,1542,1.506
cars-classification,cars-classification/GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,9361,9.142
cars-classification,cars-classification/GENAIGREENML_autonomous_codex.py,autonomous,codex,6234,6.088
cars-classification,cars-classification/GENAIGREENML_autonomous_gemini.py,autonomous,gemini,5768,5.633
cars-classification,cars-classification/GENAIGREENML_original_telemetry_chatgpt.py,original,chatgpt,1043,1.019
diabetes_predictive_analysis,diabetes_predictive_analysis/GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,3511,3.429
diabetes_predictive_analysis,diabetes_predictive_analysis/GENAIGREENML_assisted_claude.py,assisted,claude,2743,2.679
diabetes_predictive_analysis,diabetes_predictive_analysis/GENAIGREENML_assisted_codex.py,assisted,codex,3161,3.087
diabetes_predictive_analysis,diabetes_predictive_analysis/GENAIGREENML_assisted_gemini.py,assisted,gemini,2422,2.365
diabetes_predictive_analysis,diabetes_predictive_analysis/GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,11642,11.369
diabetes_predictive_analysis,diabetes_predictive_analysis/GENAIGREENML_autonomous_claude.py,autonomous,claude,3127,3.054
diabetes_predictive_analysis,diabetes_predictive_analysis/GENAIGREENML_autonomous_codex.py,autonomous,codex,5883,5.745
diabetes_predictive_analysis,diabetes_predictive_analysis/GENAIGREENML_autonomous_gemini.py,autonomous,gemini,4568,4.461
diabetes_predictive_analysis,diabetes_predictive_analysis/GENAIGREENML_original_telemetry_chatgpt.py,original,chatgpt,2533,2.474
dyslexia-randomforest,dyslexia-randomforest/GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,4873,4.759
dyslexia-randomforest,dyslexia-randomforest/GENAIGREENML_assisted_claude.py,assisted,claude,2605,2.544
dyslexia-randomforest,dyslexia-randomforest/GENAIGREENML_assisted_codex.py,assisted,codex,7612,7.434
dyslexia-randomforest,dyslexia-randomforest/GENAIGREENML_assisted_gemini.py,assisted,gemini,2341,2.286
dyslexia-randomforest,dyslexia-randomforest/GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,11319,11.054
dyslexia-randomforest,dyslexia-randomforest/GENAIGREENML_autonomous_codex.py,autonomous,codex,7666,7.486
dyslexia-randomforest,dyslexia-randomforest/GENAIGREENML_autonomous_gemini.py,autonomous,gemini,4293,4.192
dyslexia-randomforest,dyslexia-randomforest/GENAIGREENML_original_telemetry_chatgpt.py,original,chatgpt,2505,2.446
spam-ham-detection,spam-ham-detection/GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,2442,2.385
spam-ham-detection,spam-ham-detection/GENAIGREENML_assisted_claude.py,assisted,claude,1419,1.386
spam-ham-detection,spam-ham-detection/GENAIGREENML_assisted_codex.py,assisted,codex,3426,3.346
spam-ham-detection,spam-ham-detection/GENAIGREENML_assisted_gemini.py,assisted,gemini,2068,2.020
spam-ham-detection,spam-ham-detection/GENAIGREENML_autonomous_chatgpt.py,autonomous,chatgpt,9907,9.675
spam-ham-detection,spam-ham-detection/GENAIGREENML_autonomous_claude.py,autonomous,claude,3229,3.153
spam-ham-detection,spam-ham-detection/GENAIGREENML_autonomous_codex.py,autonomous,codex,6706,6.549
spam-ham-detection,spam-ham-detection/GENAIGREENML_autonomous_gemini.py,autonomous,gemini,4001,3.907
spam-ham-detection,spam-ham-detection/GENAIGREENML_original_telemetry_chatgpt.py,original,chatgpt,810,0.791
student-math-ml-analysis,student-math-ml-analysis/analysis/GENAIGREENML_assisted_chatgpt.py,assisted,chatgpt,3567,3.483
student-math-ml-analysis,student-math-ml-analysis/analysis/GENAIGREENML_assisted_claude.py,assisted,claude,2885,2.817
student-math-ml-analysis,student-math-ml-analysis/analysis/GENAIGREENML_assisted_codex.py,assisted,codex,3116,3.043
student-math-ml-analysis,student-math-ml-analysis/analysis/GENAIGREENML_assisted_gemini.py,assisted,gemini,3026,2.955
student-math-ml-analysis,student-math-ml-analysis/analysis/GENAIGREENML_autonomous_codex.py,autonomous,codex,5887,5.749
student-math-ml-analysis,student-math-ml-analysis/analysis/GENAIGREENML_autonomous_gemini.py,autonomous,gemini,5578,5.447
student-math-ml-analysis,student-math-ml-analysis/analysis/GENAIGREENML_original_telemetry_chatgpt.py,original,chatgpt,3594,3.510
